talk stall [MASK] [MASK] [MASK]
Carter start destroy [MASK] [MASK]
Carter destroy Replicators [MASK] [MASK]
Teac start destroy [MASK] [MASK]
Teac destroy Replicators [MASK] [MASK]
Carter beam [MASK] ship by
ship enter hyperspace [MASK] [MASK]
representative arrive [MASK] [MASK] [MASK]
camulus arrive [MASK] [MASK] [MASK]
Amaterasu arrive [MASK] [MASK] [MASK]
Yu arrive [MASK] [MASK] [MASK]
Oshu arrive [MASK] [MASK] [MASK]
balance destroy [MASK] [MASK] [MASK]
they reveal [MASK] [MASK] [MASK]
they divide territory they among
that attack world [MASK] [MASK]
he plan attack [MASK] [MASK]
Baal find Tartarus [MASK] [MASK]
they use weapon [MASK] [MASK]
they ask [MASK] [MASK] [MASK]
Lords offer engine they [MASK]
Earth get territory [MASK] [MASK]
they defeat he [MASK] [MASK]
she propose [MASK] [MASK] [MASK]
Lords decline offer [MASK] [MASK]
Replicators head [MASK] Orilla towards
rich head [MASK] [MASK] [MASK]
replicator make thousand [MASK] [MASK]
replicator make construct [MASK] [MASK]
she betray he [MASK] [MASK]
Carter try apologize [MASK] [MASK]
Carter apologize [MASK] [MASK] [MASK]
fifth refuse hear [MASK] [MASK]
fifth hear [MASK] it of
fifth keep probe she [MASK]
fifth beg fifth stop [MASK]
he proceed mind-probe [MASK] [MASK]
he mind-probe she means as
Carter do best [MASK] [MASK]
Carter feel pain [MASK] [MASK]
he feel [MASK] betrayal at
he see [MASK] [MASK] [MASK]
he continue do this [MASK]
fifth relent [MASK] [MASK] [MASK]
Thor propose self-destruct [MASK] [MASK]
Thor self-destruct ship [MASK] [MASK]
Teac agree [MASK] [MASK] [MASK]
they reach Replicators [MASK] [MASK]
ship lose power replicator because
Thor warn people [MASK] [MASK]
Teac destroy they [MASK] [MASK]
Asgard send fleet [MASK] [MASK]
Orilla destroy ship [MASK] [MASK]
ship destroy ship [MASK] [MASK]
they leave [MASK] [MASK] [MASK]
he deactivate gate [MASK] [MASK]
Daniel look [MASK] message on
Lords get [MASK] [MASK] [MASK]
Lords send ship [MASK] [MASK]
it turn [MASK] [MASK] [MASK]
replicator block rain [MASK] [MASK]
replicator start infest [MASK] [MASK]
system need save [MASK] [MASK]
system save mind [MASK] [MASK]
Thor inform [MASK] Penegal by
Asgard evacuate home [MASK] [MASK]
Prometheus wait [MASK] orbit in
it turn [MASK] [MASK] [MASK]
they greet [MASK] Teac by
ship destroy [MASK] [MASK] [MASK]
he beam [MASK] ship aboard
he greet [MASK] [MASK] [MASK]
Thor beam Neill [MASK] [MASK]
Carter wake [MASK] bed in
it turn [MASK] [MASK] [MASK]
she greet [MASK] Shanahan by
she believe [MASK] [MASK] [MASK]
she leave SGC [MASK] [MASK]
Pete tell she [MASK] [MASK]
she agree eat [MASK] [MASK]
she eat something [MASK] [MASK]
she believe [MASK] [MASK] [MASK]
real make angry [MASK] [MASK]
she say [MASK] [MASK] [MASK]
Pete transform [MASK] Fifth into
who tell she [MASK] [MASK]
he love she [MASK] [MASK]
she love he [MASK] [MASK]
he threaten make [MASK] [MASK]
he make unhappy [MASK] [MASK]
she tell he [MASK] [MASK]
he connect mind computer with
he play make [MASK] [MASK]
light flash [MASK] [MASK] [MASK]
he show himself hologram as
he start work [MASK] [MASK]
he work [MASK] something on
knowledge erase [MASK] [MASK] [MASK]
alarm sound [MASK] [MASK] [MASK]
he wake [MASK] [MASK] [MASK]
Neill finish work [MASK] [MASK]
he get [MASK] [MASK] [MASK]
he feel dizzy [MASK] [MASK]
he remember [MASK] [MASK] [MASK]
what happen [MASK] [MASK] [MASK]
Thor materialize device [MASK] [MASK]
Neill create [MASK] [MASK] [MASK]
he know [MASK] [MASK] [MASK]
it be [MASK] [MASK] [MASK]
they contact [MASK] Penegal by
Penegal inform they [MASK] [MASK]
replicator seem control [MASK] [MASK]
replicator control [MASK] Replicator by
Carter survive [MASK] [MASK] [MASK]
Asgard find sign [MASK] [MASK]
it turn [MASK] [MASK] [MASK]
communication disrupt [MASK] [MASK] [MASK]
Oshu ask she [MASK] [MASK]
she let [MASK] [MASK] [MASK]
they go fight [MASK] [MASK]
they fight [MASK] Baal against
he command force [MASK] [MASK]
he control galaxy [MASK] [MASK]
she visit Camulus [MASK] [MASK]
Camulus want request asylum [MASK]
force destroy [MASK] [MASK] [MASK]
Lords allow leave [MASK] [MASK]
Lords leave [MASK] [MASK] [MASK]
he brand traitor [MASK] [MASK]
he brand coward [MASK] [MASK]
Amaterasu tell Weir [MASK] [MASK]
Weir tell Camulus [MASK] [MASK]
Thor do research [MASK] [MASK]
he contact [MASK] Aegir by
Aegir tell he [MASK] [MASK]
they find remains [MASK] [MASK]
he try enter [MASK] [MASK]
he enter network [MASK] [MASK]
they find [MASK] [MASK] [MASK]
replicator wake [MASK] [MASK] [MASK]
replicator beam [MASK] [MASK] [MASK]
replicator take control [MASK] [MASK]
Neill use disruptor [MASK] [MASK]
thanks generate version [MASK] [MASK]
they attack [MASK] replicator by
replicator destroy [MASK] [MASK] [MASK]
they start destroy [MASK] [MASK]
appear threaten kill [MASK] [MASK]
appear kill Carter [MASK] [MASK]
Neill contact [MASK] Thor by
Replicators start move [MASK] [MASK]
Replicators move [MASK] direction in
they see ship [MASK] [MASK]
sg-1 try destroy [MASK] [MASK]
sg-1 destroy much [MASK] [MASK]
Fifth tell she [MASK] [MASK]
what happen [MASK] [MASK] [MASK]
spider reveal itself [MASK] [MASK]
she try talk [MASK] [MASK]
she talk sense he into
it lift [MASK] [MASK] [MASK]
it enter hyperspace [MASK] [MASK]
Thor activate disruptor [MASK] [MASK]
disruptor destroy replicator [MASK] [MASK]
he detect sign proximity in
it turn Carter [MASK] [MASK]
sg-1 reunite [MASK] [MASK] [MASK]
Weir tell he [MASK] [MASK]
she supervise outpost [MASK] [MASK]
she tell he [MASK] [MASK]
Pentagon believe [MASK] [MASK] [MASK]
he like charge [MASK] in
he point [MASK] meeting during
challenge be [MASK] [MASK] [MASK]
they assure he [MASK] [MASK]
it vow [MASK] [MASK] [MASK]
she remember everyone [MASK] [MASK]
Room decorate [MASK] [MASK] [MASK]
Weir approach podium [MASK] [MASK]
Weir approach state [MASK] [MASK]
she introduce personnel Officer to
Weir say [MASK] [MASK] [MASK]
door open [MASK] [MASK] [MASK]
Jack walk [MASK] [MASK] [MASK]
personnel assume stance [MASK] [MASK]
he reach mike [MASK] [MASK]
he hope [MASK] [MASK] [MASK]
they have [MASK] past in
Daniel say [MASK] [MASK] [MASK]
he tell military [MASK] [MASK]
order be announce [MASK] [MASK]
order announce [MASK] [MASK] [MASK]
Sam promote [MASK] Colonel to
Colonel have [MASK] [MASK] [MASK]
herself stun [MASK] [MASK] [MASK]
Jack announce [MASK] [MASK] [MASK]
Sam head stage [MASK] [MASK]
Walter announce promotion [MASK] [MASK]
he replace they oak with
Jack remove [MASK] [MASK] [MASK]
two salute other [MASK] [MASK]
Jack announce Sam rank by
Jack say [MASK] [MASK] [MASK]
which suggest [MASK] process in
oath have swearing [MASK] [MASK]
ceremony resume [MASK] [MASK] [MASK]
Carter raise hand [MASK] [MASK]
Carter repeat word [MASK] [MASK]
ship travel [MASK] space through
it finish [MASK] [MASK] [MASK]
brethen scurry [MASK] [MASK] [MASK]
fifth tell [MASK] question in
it emerge [MASK] area from
camera reveal [MASK] [MASK] [MASK]
command get member form in
Vaselov ask Neill place for
General reject request [MASK] [MASK]
[MASK] collapse [MASK] [MASK] [MASK]
he wake [MASK] [MASK] [MASK]
he remember anything [MASK] [MASK]
body show sign [MASK] [MASK]
Daniel want leave [MASK] [MASK]
Daniel leave [MASK] mission on
Daniel take offense [MASK] [MASK]
he stop [MASK] Neill by
order shoot [MASK] [MASK] [MASK]
he feel [MASK] [MASK] [MASK]
Vaselov remember [MASK] [MASK] [MASK]
he blame himself [MASK] [MASK]
what happen [MASK] [MASK] [MASK]
Konstantinov die exhibit week [MASK]
it find [MASK] [MASK] [MASK]
he remember [MASK] [MASK] [MASK]
he take [MASK] Anubis by
Daniel wake [MASK] [MASK] [MASK]
Daniel question [MASK] [MASK] [MASK]
spectre release [MASK] [MASK] [MASK]
body destroy [MASK] [MASK] [MASK]
it turn [MASK] [MASK] [MASK]
Anubis plan [MASK] [MASK] [MASK]
he use power [MASK] [MASK]
this alert Ancients [MASK] [MASK]
it conclude [MASK] [MASK] [MASK]
capture contain [MASK] [MASK] [MASK]
capture kill [MASK] [MASK] [MASK]
sgc respond [MASK] plan with
sgc control gate [MASK] [MASK]
base split [MASK] section into
room relocate [MASK] area from
room control lockdown [MASK] [MASK]
Anubis have control [MASK] [MASK]
Anubis control person section in
Anubis take Carter section in
room control lockdown [MASK] [MASK]
he make program [MASK] [MASK]
he begin dial gate [MASK]
Neill stop she [MASK] [MASK]
Neill take [MASK] turn in
Neill go [MASK] gate to
Anubis/Neill meet Vaselov [MASK] [MASK]
Vaselov come [MASK] infirmary from
he hear warning [MASK] [MASK]
he possess body [MASK] [MASK]
Vaselov set gun [MASK] [MASK]
Vaselov insist [MASK] [MASK] [MASK]
he kill they [MASK] [MASK]
Anubis leave Neill Vaselov for
Anubis walk [MASK] gate through
panic start [MASK] [MASK] [MASK]
Anubis get [MASK] [MASK] [MASK]
Carter assure everyone [MASK] [MASK]
everyone worry [MASK] [MASK] [MASK]
she stop sequence [MASK] [MASK]
she manage switch [MASK] [MASK]
she switch address [MASK] [MASK]
she explain [MASK] [MASK] [MASK]
Neill say [MASK] [MASK] [MASK]
it cut [MASK] close to
it pan [MASK] [MASK] [MASK]
it show [MASK] [MASK] [MASK]
step sit Vaselov [MASK] [MASK]
Vaselov mean [MASK] [MASK] [MASK]
Anubis trap [MASK] planet on
Neill arrive [MASK] command at
Neill greet [MASK] Harriman by
Harriman inform he schedule about
he greet [MASK] man by
Neill enter office [MASK] [MASK]
Harriman introduce Gilmor aide as
he suspect thing [MASK] [MASK]
Neill suspect thing [MASK] [MASK]
Gilmor make call [MASK] [MASK]
Hammond call [MASK] [MASK] [MASK]
Neill meet [MASK] sg-1 with
they find planet [MASK] [MASK]
planet belong [MASK] Anubis to
Jackson tell he [MASK] [MASK]
Baal know [MASK] [MASK] [MASK]
they have wait [MASK] [MASK]
they wait much tomorrow until
they hope find [MASK] [MASK]
they find something [MASK] [MASK]
Neill meet Lee [MASK] [MASK]
Lee show plant [MASK] [MASK]
plant grow [MASK] [MASK] [MASK]
he inform [MASK] Davis by
Amrans quarrel time [MASK] [MASK]
they want start [MASK] [MASK]
they start agreement [MASK] [MASK]
Neill show room they [MASK]
delegate stay [MASK] [MASK] [MASK]
delegate lock they [MASK] [MASK]
Neill start write [MASK] [MASK]
Neill write letter [MASK] [MASK]
Neill greet [MASK] Gilmor by
Gilmor inform he happening about
he say goodbye [MASK] [MASK]
sg-1 go [MASK] mission on
they intend use [MASK] [MASK]
they use device [MASK] [MASK]
base hold something [MASK] [MASK]
they transport [MASK] ring by
sg-1 look attempt use [MASK]
they find [MASK] [MASK] [MASK]
Reynolds report [MASK] party with
Reynolds report [MASK] party with
Lee study [MASK] [MASK] [MASK]
plant start grow [MASK] [MASK]
plant grow [MASK] [MASK] [MASK]
plant cover much [MASK] [MASK]
[MASK] tell Neill [MASK] [MASK]
he have sg-1 [MASK] [MASK]
he want exchange they [MASK]
Neill inform [MASK] Gilmor by
he talk [MASK] camulus to
camulus give anything he [MASK]
he threaten send [MASK] [MASK]
he send he gate through
camulus tell he device about
he find [MASK] [MASK] [MASK]
Neill send team planet to
planet bring Module [MASK] [MASK]
electricity fail [MASK] [MASK] [MASK]
which prevent they [MASK] [MASK]
Neill mock he [MASK] [MASK]
he make angry [MASK] [MASK]
Lee find [MASK] [MASK] [MASK]
Lee destroy it [MASK] [MASK]
which bring system [MASK] [MASK]
Lee show he bomb [MASK]
ZPM manipulate [MASK] [MASK] [MASK]
Neill want send [MASK] [MASK]
Neill send camulus gate through
Neill stop [MASK] [MASK] [MASK]
he manipulate ZPM [MASK] [MASK]
Neill confront [MASK] [MASK] [MASK]
camulus confess [MASK] [MASK] [MASK]
Neill allow he [MASK] [MASK]
he go [MASK] gate through
he kill Baal [MASK] [MASK]
Baal send sg-1 [MASK] [MASK]
team tell he [MASK] [MASK]
they trust he [MASK] [MASK]
they do [MASK] [MASK] [MASK]
he want [MASK] [MASK] [MASK]
Neill continue write [MASK] [MASK]
Neill write letter [MASK] [MASK]
Neill call [MASK] room in
gate activate [MASK] [MASK] [MASK]
he want leave [MASK] [MASK]
he leave base [MASK] [MASK]
who reveal [MASK] he to
they capture [MASK] Baal 's
they trap [MASK] base for
troops look [MASK] base for
sg-1 go miss [MASK] [MASK]
Neill allow they [MASK] [MASK]
they come [MASK] gate through
they find anything [MASK] [MASK]
they inform he [MASK] [MASK]
Carter inform he [MASK] [MASK]
zpm use [MASK] weapon as
he give zpm Camulus [MASK]
they find [MASK] [MASK] [MASK]
Neill reveal [MASK] she to
President arrive [MASK] [MASK] [MASK]
President tell General [MASK] [MASK]
he order look President by
he look [MASK] he over
Gilmor inform Neill [MASK] [MASK]
Hammond inform he [MASK] [MASK]
he suppose to [MASK] [MASK]
Neill reveal [MASK] [MASK] [MASK]
he respect he [MASK] [MASK]
they leave greet [MASK] [MASK]
they greet President [MASK] [MASK]
Gilmor tell he [MASK] [MASK]
letter be [MASK] [MASK] [MASK]
camera zoom [MASK] [MASK] [MASK]
we see [MASK] [MASK] [MASK]
it end [MASK] [MASK] [MASK]
Jackson wake [MASK] [MASK] [MASK]
tegalus have civilization 1940 in
Jackson tend [MASK] Leda by
Leda unwrap bandage head around
she do [MASK] [MASK] [MASK]
two see other eye with
mile belong [MASK] uncle to
event happen result [MASK] [MASK]
Jackson remember [MASK] [MASK] [MASK]
what transpire [MASK] month over
he believe [MASK] [MASK] [MASK]
Stargate discover [MASK] wasteland on
group guide [MASK] museum in
they have discover [MASK] [MASK]
they discover purpose portal as
it make honour worshiper by
it honour god [MASK] [MASK]
they believe [MASK] [MASK] [MASK]
Stargate activate [MASK] [MASK] [MASK]
tour cut short [MASK] [MASK]
Probe emerge leave horizon through
tourist ask [MASK] [MASK] [MASK]
representative include Gareth [MASK] [MASK]
representative include Kane [MASK] [MASK]
Tauri encounter civilization [MASK] [MASK]
civilization view Stargate piece as
Carter begin [MASK] [MASK] [MASK]
Kane note [MASK] [MASK] [MASK]
they have discover [MASK] [MASK]
they discover [MASK] [MASK] [MASK]
Alliance form [MASK] [MASK] [MASK]
Alliance understand [MASK] [MASK] [MASK]
purpose see [MASK] [MASK] [MASK]
note use [MASK] necklace as
many believe [MASK] [MASK] [MASK]
Gareth hope [MASK] [MASK] [MASK]
they believe [MASK] [MASK] [MASK]
Tegalans secularise [MASK] time in
it appear [MASK] [MASK] [MASK]
activation cause stir [MASK] [MASK]
minority follow way [MASK] [MASK]
Gareth show concern [MASK] [MASK]
Leda continue tend [MASK] [MASK]
Leda tend [MASK] Jackson to
Jackson sleep [MASK] [MASK] [MASK]
he wake [MASK] [MASK] [MASK]
Leda get leave [MASK] [MASK]
Leda leave Jackson [MASK] [MASK]
Jackson want she [MASK] [MASK]
she stay [MASK] [MASK] [MASK]
Gareth allow team time [MASK]
it turn [MASK] [MASK] [MASK]
side have weapon [MASK] [MASK]
element be [MASK] [MASK] [MASK]
power have Jackson [MASK] [MASK]
Life create [MASK] god by
fundamentalist believe [MASK] [MASK] [MASK]
activation seem vindicate [MASK] [MASK]
activation vindicate belief [MASK] [MASK]
group consider zealot [MASK] [MASK]
they gain support [MASK] [MASK]
they gain follower [MASK] [MASK]
Neill admit [MASK] [MASK] [MASK]
Jackson confront Neill corridor in
what transpire [MASK] [MASK] [MASK]
he want return [MASK] [MASK]
he return [MASK] Tegalus to
fault be [MASK] [MASK] [MASK]
sg-1 arrive [MASK] [MASK] [MASK]
thing escalate world [MASK] [MASK]
he make [MASK] [MASK] [MASK]
Tegalans understand [MASK] [MASK] [MASK]
Tegalans make [MASK] [MASK] [MASK]
they face [MASK] [MASK] [MASK]
they see [MASK] [MASK] [MASK]
it mark end they for
Jackson hope [MASK] [MASK] [MASK]
Neill decide allow [MASK] [MASK]
Neill allow Jackson [MASK] [MASK]
Neill tell he [MASK] [MASK]
Jackson return solo [MASK] [MASK]
he make contact [MASK] [MASK]
he evacuate [MASK] [MASK] [MASK]
thing start get [MASK] [MASK]
thing get [MASK] [MASK] [MASK]
he want know [MASK] [MASK]
he know [MASK] [MASK] [MASK]
what happen [MASK] [MASK] [MASK]
he remember [MASK] [MASK] [MASK]
it turn [MASK] [MASK] [MASK]
he answer question [MASK] [MASK]
he finish search [MASK] [MASK]
she feel [MASK] [MASK] [MASK]
Jackson want return [MASK] [MASK]
Jackson return home [MASK] [MASK]
patrol be [MASK] area in
Leda tell access he [MASK]
he ask [MASK] [MASK] [MASK]
what happen [MASK] Gareth to
Leda answer [MASK] [MASK] [MASK]
they allow see [MASK] [MASK]
they see he minute for
they tell Neill [MASK] [MASK]
Soren unite faction [MASK] [MASK]
he claim [MASK] [MASK] [MASK]
he look [MASK] matter into
they leave [MASK] [MASK] [MASK]
Soren allow they [MASK] [MASK]
they search [MASK] Jackson for
he claim [MASK] [MASK] [MASK]
it interfere [MASK] system with
they know [MASK] [MASK] [MASK]
Jackson arrive [MASK] bunker at
Jackson learn [MASK] [MASK] [MASK]
force attempt pacify [MASK] [MASK]
force pacify area [MASK] [MASK]
they raise alert response in
Jackson witness [MASK] [MASK] [MASK]
Gareth try talk [MASK] [MASK]
Gareth talk [MASK] Treydan with
talk go [MASK] [MASK] [MASK]
Caledonians declare state [MASK] [MASK]
it reveal [MASK] [MASK] [MASK]
Caledonians see this act as
Treydan urge Gareth [MASK] [MASK]
Gareth control situation [MASK] [MASK]
Jackson spend [MASK] day [MASK]
Leda pay visit [MASK] [MASK]
Leda persuade he [MASK] [MASK]
he stop [MASK] while for
they walk [MASK] [MASK] [MASK]
Leda ask [MASK] [MASK] [MASK]
Soren revere [MASK] [MASK] [MASK]
alien use indimadation [MASK] [MASK]
alien use fear [MASK] [MASK]
benevolent use [MASK] [MASK] [MASK]
he explain [MASK] [MASK] [MASK]
Tauri fight they [MASK] [MASK]
Tauri kill [MASK] [MASK] [MASK]
Tauri arrive [MASK] [MASK] [MASK]
Lada assure he [MASK] [MASK]
fue go [MASK] generation for
Leda try assure [MASK] [MASK]
Leda assure he [MASK] [MASK]
conflict happen [MASK] [MASK] [MASK]
Carter try reach success without
Carter reach Jackson [MASK] [MASK]
Harriman try reach success without
Harriman reach Jackson [MASK] [MASK]
Soren have measure [MASK] [MASK]
it seem [MASK] [MASK] [MASK]
sg-9 try negotiate [MASK] [MASK]
Neill hear [MASK] [MASK] [MASK]
presence cause panic [MASK] [MASK]
it go [MASK] [MASK] [MASK]
Soren allow team [MASK] [MASK]
team search [MASK] Jackson for
he talk face [MASK] to
he face [MASK] [MASK] [MASK]
Neill decide [MASK] [MASK] [MASK]
[MASK] hold [MASK] gunpoint at
he reveal one [MASK] [MASK]
man let he [MASK] [MASK]
he be [MASK] [MASK] [MASK]
kane tell Jackson [MASK] [MASK]
force sweep region [MASK] [MASK]
team get [MASK] city close
anybody be execute [MASK] [MASK]
anybody execute [MASK] spot on
Jackson remember [MASK] [MASK] [MASK]
Jackson return [MASK] bunker to
Jackson stop [MASK] Kane by
Kane tell he [MASK] [MASK]
Kane complete [MASK] [MASK] [MASK]
rebel control most [MASK] [MASK]
rebel close [MASK] capital on
Caledonians ready missile [MASK] [MASK]
treydan learn [MASK] verge on
treydan speak [MASK] Gareth with
unrest ture [MASK] war to
Gareth hear news [MASK] [MASK]
force gain control [MASK] [MASK]
Gareth get [MASK] Treydan to
Treydan know [MASK] [MASK] [MASK]
what happen [MASK] [MASK] [MASK]
[MASK] target all [MASK] [MASK]
Soren use site [MASK] [MASK]
Kane tell matter Jackson [MASK]
city level [MASK] [MASK] [MASK]
majority come [MASK] area from
Soren use chaos opportunity as
Kane save he [MASK] [MASK]
he save Kane [MASK] [MASK]
Jackson learn [MASK] [MASK] [MASK]
he return home [MASK] [MASK]
missile strike city [MASK] [MASK]
Kane order escort Jackson [MASK]
they make way [MASK] [MASK]
door blow prevent access [MASK]
contingent storm it [MASK] [MASK]
Kane shoot [MASK] leg in
Jackson help he [MASK] [MASK]
they make way hatch to
they be [MASK] [MASK] [MASK]
explosion be [MASK] [MASK] [MASK]
cloud evelop they [MASK] [MASK]
they take cover [MASK] [MASK]
Soren do [MASK] [MASK] [MASK]
Jackson injure [MASK] [MASK] [MASK]
force spot they [MASK] [MASK]
they send [MASK] house to
bunker lose [MASK] [MASK] [MASK]
Gareth execute [MASK] [MASK] [MASK]
Soren lead government [MASK] [MASK]
Soren confiscate Stargate [MASK] [MASK]
Daniel trap [MASK] line behind
Soren arrive talk command at
Soren talk [MASK] Carter with
he rename Protectorate Avidan to
he say [MASK] [MASK] [MASK]
Soren reveal [MASK] [MASK] [MASK]
Teac explain [MASK] Neill to
Soren use bunker center as
Jackson realise [MASK] [MASK] [MASK]
they retake bunker [MASK] [MASK]
Kane have man [MASK] [MASK]
he know [MASK] [MASK] [MASK]
Soren win [MASK] [MASK] [MASK]
they have accept [MASK] [MASK]
they accept fact [MASK] [MASK]
Rand belong [MASK] he to
they begin talk [MASK] [MASK]
Soren admire view [MASK] [MASK]
Soren mention [MASK] [MASK] [MASK]
struggle be defend [MASK] [MASK]
struggle defend way [MASK] [MASK]
he kill those [MASK] [MASK]
those believe [MASK] he to
Teac speak tell he [MASK]
they allow search [MASK] [MASK]
they search [MASK] Jackson for
Carter give offer Soren [MASK]
[MASK] help [MASK] [MASK] [MASK]
they rebuild [MASK] [MASK] [MASK]
Soren decline offer [MASK] [MASK]
Soren believe Jackson [MASK] [MASK]
Soren admit [MASK] [MASK] [MASK]
he want conquer [MASK] [MASK]
he conquer Caledonia [MASK] [MASK]
he admit [MASK] [MASK] [MASK]
Tegalans face starvation [MASK] [MASK]
Tegalans face disease [MASK] [MASK]
he purge everybody [MASK] [MASK]
everybody refuse share [MASK] [MASK]
everybody share belief [MASK] [MASK]
he think [MASK] [MASK] [MASK]
Neill count [MASK] crime as
Daniel approach Leda [MASK] [MASK]
she convince Kane [MASK] [MASK]
Kane take return [MASK] [MASK]
Leda tell he [MASK] [MASK]
she have feeling [MASK] [MASK]
Jackson leave [MASK] [MASK] [MASK]
they retake control [MASK] [MASK]
Leda reveal [MASK] [MASK] [MASK]
she sadden [MASK] thought at
she talk [MASK] while in
Kane become aide [MASK] [MASK]
he become distant [MASK] [MASK]
she decide talk [MASK] [MASK]
she talk [MASK] husband with
he listen [MASK] [MASK] [MASK]
she tell Jackson [MASK] [MASK]
Neill think [MASK] waste [MASK]
he make deal [MASK] [MASK]
she try monitor [MASK] [MASK]
she monitor frequency tegalus from
she find way [MASK] [MASK]
Leda talk [MASK] husband to
opinion remain unchanged [MASK] [MASK]
Leda have feeling [MASK] [MASK]
he live [MASK] year [MASK]
he tell she [MASK] [MASK]
time be [MASK] [MASK] [MASK]
he ask Leda [MASK] [MASK]
answer be [MASK] [MASK] [MASK]
people wait [MASK] return for
Soren continue [MASK] [MASK] [MASK]
who be [MASK] [MASK] [MASK]
he think they [MASK] [MASK]
they be [MASK] [MASK] [MASK]
they return [MASK] [MASK] [MASK]
Neill tell he [MASK] [MASK]
Teac tell he [MASK] [MASK]
they reward faith enslavement with
Soren believe [MASK] [MASK] [MASK]
he return [MASK] handed to
aide return [MASK] handed to
they leave [MASK] [MASK] [MASK]
Carter report [MASK] Neill to
they find Jackson [MASK] [MASK]
Jackson call [MASK] command to
Daniel start speak [MASK] [MASK]
team recognize [MASK] language in
Teac translate word strategy as
Carter translate word [MASK] [MASK]
Jackson use [MASK] [MASK] [MASK]
Jackson enter bunker surface from
man enter bunker surface from
Jackson supply guard bunker in
they call Jackson hour in
Jackson confirm detail [MASK] [MASK]
Neill approve [MASK] mission of
Jackson talk [MASK] [MASK] [MASK]
Kane talk [MASK] [MASK] [MASK]
people take force [MASK] [MASK]
Jackson assure he [MASK] [MASK]
patrol approach house [MASK] [MASK]
Leda hurry tell house inside
Leda tell man [MASK] [MASK]
[MASK] interrogate [MASK] [MASK] [MASK]
Jackson attempt intervene [MASK] [MASK]
Jackson intervene [MASK] [MASK] [MASK]
Kane stop he [MASK] [MASK]
she live [MASK] herself by
patrol find set lie despite
husband kill [MASK] bombing during
Leda make story [MASK] [MASK]
she pretend want [MASK] [MASK]
she want follower [MASK] [MASK]
she follow text [MASK] [MASK]
text distract they [MASK] [MASK]
patrol leave [MASK] [MASK] [MASK]
[MASK] discuss plan [MASK] [MASK]
[MASK] wait arrive force for
[MASK] strike [MASK] [MASK] [MASK]
team agree [MASK] plan on
they continue [MASK] [MASK] [MASK]
Kane have chance [MASK] [MASK]
Jackson have chance [MASK] [MASK]
Jackson march [MASK] system through
loyalist march [MASK] system through
Stargate activate [MASK] [MASK] [MASK]
team make move Carter with
she report [MASK] [MASK] [MASK]
loyalist take section [MASK] [MASK]
Soren hear [MASK] attack about
they attack [MASK] force by
they lose control [MASK] [MASK]
Soren like hear [MASK] [MASK]
Soren hear idea [MASK] [MASK]
they hear gunfire [MASK] [MASK]
force pin team [MASK] [MASK]
Carter throw grenade enemy at
people distract [MASK] [MASK] [MASK]
Jackson have hand [MASK] [MASK]
Jackson kill everyone firefight following
man have hand [MASK] [MASK]
team have hand [MASK] [MASK]
they make way entrance to
they await [MASK] [MASK] [MASK]
Soren surrender [MASK] [MASK] [MASK]
Carter ask Kane [MASK] [MASK]
Kane answer [MASK] [MASK] [MASK]
they surround [MASK] [MASK] [MASK]
aide tell he [MASK] [MASK]
Soren respond [MASK] [MASK] [MASK]
